Program Level,Area of Study,Special Requirements,Course,Course URL,University,Duration,Open Semesters,Closed Semesters,Speciality,Rankings,Yearly Tuition Fee,Application Fee,State,College URL,College Logo,University Course URL,Campus,Entry Requirements,Remarks,Standardized Test Requirements,Application Deadline,Last Updated Date,TOEFL iBT Overall,IELTS Overall,IELTS no Band Less Than,PTE Overall,DET Score,More Info
PG,Engineering and Engineering Trades,"TOEFL iBT, IELTS, Without GRE, Without GMAT, Application Fee Waiver (upto 100%)",MSc Engineering & Management (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTk0ODA4&year=2026,FOM Hochschule - University of Applied Sciences for Economics and Management,24 Month(s),"Apr, Oct",,"Affordable University, Major City",,"EUR 13,900",No application fee,Not found,http://www.fom-international.com/en/worldwide/incomings.html,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/fom-hochschule---university-of-applied-sciences-for-economics-and-management-bd56be9a.png,https://www.fom-international.com/en/international-master/engineering-and-management-master.html,Essen,Bachelor's degree with minimum 60% in a relevant discipline from a recognised university.,"IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Student needs to pay Regsitration Fees of € 500 which will be Non-refundable. Tuition fees mentioned is for 1st Year, 2nd Year Tuition fees will be € 8,742. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: ASAP, Oct: 15 Aug",Last Updated on: 04 Oct 2025,83,6,5.5,,,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",(EMBA) Executive MBA General Management (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTc4&year=2026,SRH University – Berlin Campus,12 Month(s),"Apr, Oct",,"Affordable University, High Job Demand, MBA Programs",,"EUR 16,200",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-berlin.de/en/mba/executive-mba-berlin/,Berlin,Bachelor's degree with 60% or higher from a recognised university and minimum 2 years of professional managerial experience.,"IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: 14 Feb, Oct: 31 Jul",Last Updated on: 18 Sep 2025,87,6.5,6,59,,yes
PG,"Computer Science and Information Technology, Law","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",LLM in Law & Technology (Berlin) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTky&year=2026,SRH University – Berlin Campus,12 Month(s),"Oct, Apr",,"Affordable University, High Job Demand",,"EUR 13,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-university.de/en/master/law-technology/l/,Berlin,Bachelor's degree with minimum 60% in law (LL.B. or equivalent) from a recognised university.,"IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Oct : 31 Jul , Apr:14 Feb",Last Updated on: 18 Sep 2025,87,6.5,6,59,,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",M.A in International Management - Entrepreneurship and Intrapreneurship (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTQ3&year=2026,SRH University – Berlin Campus,24 Month(s),"Oct, Apr",,"Affordable University, High Job Demand",,"EUR 13,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-university.de/en/master/international-management-entrepreneurship-and-intrapreneurship/b/,Berlin,Bachelor's Degree with minimum 60% from a recognised university.,"IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Oct : 31 Jul , Apr : 14 Feb",Last Updated on: 18 Sep 2025,87,6.5,6,59,,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",M.A International Management (Berlin Campus) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTQ4&year=2026,SRH University – Berlin Campus,24 Month(s),"Apr, Oct",,"Affordable University, High Job Demand",,"EUR 13,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-berlin.de/en/master/international-management-berlin/,Berlin,Bachelor's Degree with minimum 60% from a recognised university.,"IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr : 14 Feb,  Oct : 31 Jul",Last Updated on: 18 Sep 2025,87,6.5,6,59,,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",M.A International Management in Creative Leadership (Berlin Campus) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTc3&year=2026,SRH University – Berlin Campus,24 Month(s),"Apr, Oct",,"Affordable University, High Job Demand",,"EUR 13,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-berlin.de/en/master/creative-leadership-berlin/,Berlin,Bachelor's Degree with minimum 60% from a recognised university.,"IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr : 14 Feb,  Oct : 31 Jul",Last Updated on: 18 Sep 2025,87,6.5,6,59,,yes
PG,"Commerce, Business and Administration, Engineering and Engineering Trades, Environmental Science/Protection","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","M.Eng. Engineering and International Business - Renewable Energy, Water and Waste management (Berlin Campus) (APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTU0&year=2026,SRH University – Berlin Campus,24 Month(s),"Oct, Apr",,"Affordable University, High Job Demand",,"EUR 13,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-berlin.de/en/master/engineering-renewable-energy-berlin/,Berlin,"Bachelor's degree in Engineering (Environmental Engineering, Electrical Engineering, Computer Science, Mechatronic Engineering, Mechanical Engineering, Civil Engineering etc.) or (Natural) Sciences with minimum 65% from a recognised university.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the Students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Oct: 31 Jul, Apr: 14 Feb",Last Updated on: 18 Sep 2025,87,6.5,6,59,,yes
PG,Arts,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",M.Mus. in Classical Music (Berlin Campus) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTg5&year=2026,SRH University – Berlin Campus,24 Month(s),"Apr, Oct",,"Affordable University, High Job Demand",,"EUR 18,500",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-university.de/en/master/classical-music/m/,Berlin,Bachelor's degree with minimum 65% in Music from a recognised university.,"IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the Students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". This program consists of 1.5 years of academic studies + 6-month internship. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr : 14 Feb,  Oct : 31 Jul",Last Updated on: 08 Nov 2025,87,6.5,6,59,,yes
PG,"Commerce, Business and Administration, Computer Science and Information Technology","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",M.Sc. in Artificial Intelligence (AI) in Business (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTg2&year=2026,SRH University – Berlin Campus,24 Month(s),Oct,,"Affordable University, High Job Demand",,"EUR 13,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-university.de/en/master/artificial-intelligence-ai-in-business/b/,Berlin,"Bachelor's degree with minimum 65% in Business Administration, Engineering, Mathematics, Physics, Chemistry, Computer Science, Logistics, Law, Agriculture, etc.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the Students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Oct: 31 Jul,Last Updated on: 18 Sep 2025,87,6.5,6,59,,yes
PG,"Computer Science and Information Technology, Physical Sciences, Sciences","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",M.Sc. In Computer Science- Big Data and Artificial Intelligence (Berlin Campus) - 1.5 Years (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTc5&year=2026,SRH University – Berlin Campus,18 Month(s),"Apr, Oct",,"Affordable University, High Job Demand",,"EUR 13,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-university.de/en/master/computer-science-big-data-artificial-intelligence/i/,Berlin,"3.5 years or 4 years bachelor's degree in computer science, information systems or a similar area of studies with minimum 65% from a recognised university.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. Tuition fee mentioned is for 1 year, the total tuition fee will be € 20,850. For all the Students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr : 14 Feb,  Oct : 31 Jul",Last Updated on: 18 Sep 2025,87,6.5,6,59,,yes
PG,"Computer Science and Information Technology, Physical Sciences, Sciences","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",M.Sc. In Computer Science- Big Data and Artificial Intelligence (Berlin Campus) - 2 Years (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTQ2&year=2026,SRH University – Berlin Campus,24 Month(s),"Apr, Oct",,"Affordable University, High Job Demand",,"EUR 13,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-university.de/en/master/computer-science-big-data-artificial-intelligence/i/,Berlin,"Bachelor's degree with minimum 65% in Computer Science, Information Systems or a similar area of studies. This program includes internship of 6 months.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the Students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". This program consists of 1.5 years of academic studies + 6 months internship. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr : 14 Feb,  Oct : 31 Jul",Last Updated on: 18 Sep 2025,87,6.5,6,59,,yes
PG,"Computer Science and Information Technology, Physical Sciences, Sciences","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",M.Sc. In Computer Science-Cyber Security (Berlin Campus) - 2 Years (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTUy&year=2026,SRH University – Berlin Campus,24 Month(s),"Apr, Oct",,"Affordable University, High Job Demand",,"EUR 13,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-berlin.de/en/master/cyber-security-berlin/,Berlin,"Bachelor's degree with minimum 65% in Computer Science, Information Systems or a similar area of studies from a recognised university. This program includes internship of 6 months.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the Students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". This program consists of 1.5 years of academic studies + 6-month internship. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr : 14 Feb,  Oct : 31 Jul",Last Updated on: 18 Sep 2025,87,6.5,6,59,,yes
PG,Arts,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","MA in Film, Television and Digital Narratives (Berlin Campus) (APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTY4&year=2026,SRH University – Berlin Campus,24 Month(s),Oct,,"Affordable University, High Job Demand",,"EUR 11,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-berlin.de/en/master/film-and-television-berlin/,Berlin,"Bachelor's degree with minimum 60% in a relevant area and 2-3 pieces of film work (film, screenplay/exposé for a screenplay or film analysis, links to films can be integrated in a pdf file).","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Oct : 31 Jul,Last Updated on: 18 Sep 2025,87,6.5,6,59,,yes
PG,Arts,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MA in Photography (Berlin Campus) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTY5&year=2026,SRH University – Berlin Campus,24 Month(s),Oct,,"Affordable University, High Job Demand",,"EUR 11,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-berlin.de/en/master/photography-berlin/,Berlin,Bachelor's degree with minimum 60% from a recognised university. Portfolio with two or three creative works is required.,"IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Oct : 31 Jul,Last Updated on: 18 Sep 2025,87,6.5,6,59,,yes
PG,Arts,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MA in Social Design & Sustainable Innovation (Berlin Campus) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTY3&year=2026,SRH University – Berlin Campus,24 Month(s),"Apr, Oct",,"Affordable University, High Job Demand",,"EUR 11,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-berlin.de/en/master/social-design-berlin/,Berlin,"Bachelor's degree with minimum 60% in any field & 2-3 creative works with the subject “Why change?” as film, illustration or in another creative way.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr : 14 Feb,  Oct : 31 Jul",Last Updated on: 18 Sep 2025,87,6.5,6,59,,yes
PG,Arts,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",Master of Arts in Strategic Design (Berlin Campus) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTY2&year=2026,SRH University – Berlin Campus,24 Month(s),Oct,,"Affordable University, High Job Demand",,"EUR 11,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-berlin.de/en/master/strategic-design-berlin/,Berlin,"Bachelor's degree from design disciplines such as design, architecture, art, photography or film with minimum 60% & portfolio with 15 to 20 of own creative works.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Oct : 31 Jul,Last Updated on: 18 Sep 2025,87,6.5,6,59,,yes
PG,Engineering and Engineering Trades,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","Master of Engineering & Sustainable Technology Management (M.Eng.)- Industry 4.0: Automation, Robotics & 3D Manufacturing (Berlin Campus) (APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTU1&year=2026,SRH University – Berlin Campus,24 Month(s),"Apr, Oct",,"Affordable University, High Job Demand",,"EUR 13,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-berlin.de/en/master/engineering-automation-robotics-berlin/,Berlin,"Bachelor's degree in engineering (environmental engineering, electrical engineering, computer science, mechatronics, mechanical engineering, civil engineering) or natural sciences with minimum 65% from a recognised university.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the Students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr : 14 Feb,  Oct :31 Jul",Last Updated on: 18 Sep 2025,87,6.5,6,59,,yes
PG,"Architecture and Building, Engineering and Engineering Trades","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",Master of Engineering & Sustainable Technology Management (M.Eng.)- Smart Building Technologies (Berlin Campus) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTU2&year=2026,SRH University – Berlin Campus,24 Month(s),"Apr, Oct",,"Affordable University, High Job Demand",,"EUR 13,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-berlin.de/en/master/building-technologies-berlin/,Berlin,"Bachelor's degree in Architecture, HVAC (Heating, Ventilation, Air Conditioning), Computer Science, Electrical Engineering or related fields with minimum 65% from a recognised university.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the Students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr : 14 Feb,  Oct : 31 Jul",Last Updated on: 18 Sep 2025,87,6.5,6,59,,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MBA General Management (Berlin Campus) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTQ5&year=2026,SRH University – Berlin Campus,18 Month(s),"Apr, Oct",,"Affordable University, High Job Demand, MBA Programs",,"EUR 15,800",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-university.de/en/mba/general-management/b/,Berlin,Bachelor's degree with minimum 60% from a recognised university and 2 years of relevant work experience.,"IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. Tuition fee mentioned is for 1 year, the total tuition fee will be € 23,700. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: 14 Feb, Oct: 31 Jul",Last Updated on: 18 Sep 2025,87,6.5,6,59,,yes
