Program Level,Area of Study,Special Requirements,Course,Course URL,University,Duration,Open Semesters,Closed Semesters,Speciality,Rankings,Yearly Tuition Fee,Application Fee,State,College URL,College Logo,University Course URL,Campus,Entry Requirements,Remarks,Standardized Test Requirements,Application Deadline,Last Updated Date,PTE Overall,TOEFL iBT Overall,IELTS Overall,IELTS no Band Less Than,DET Score,PTE No Bands Less Than,TOEFL iBT no Bands Less Than,More Info
PG,Engineering and Engineering Trades,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","Master of Engineering & Sustainable Technology Management (M.Eng.) - Industry 4.0: Automation, Robotics & 3D Manufacturing (APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MjQw&year=2026,SRH University – Heidelberg Campus,24 Month(s),"Apr, Oct",,,,"EUR 13,000",No application fee,Germany,http://www.srh-university.de/en/our-campuses/heidelberg/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--heidelberg-campus-57a86a5c.png,https://www.srh-university.de/en/master/engineering-sustainable-technology-management-industry-40-automation-robotics-3d-manufacturing/e/,Heidelberg,"Bachelor's degree in engineering (environmental engineering, electrical engineering, computer science, mechatronics, mechanical engineering, civil engineering) or natural sciences with minimum 60-65% from a recognised university.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: 14 Feb, Oct : 31 Jul",Last Updated on: 18 Sep 2025,59,80,6.5,6,,,,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%), Scholarship Available",MBA in International Business,https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTg1MDgy&year=2026,"Schiller International University, Heidelberg Campus",15 Month(s),"Jun, Feb, Oct",,"Faster Offer TAT, Scholarship Available, MBA Programs",,"EUR 19,560",No application fee,Not found,http://www.schiller.edu/heidelberg,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/schiller-international-university-heidelberg-campus-4973a9da.png,https://schiller.edu/programs/mba-in-international-business/,Heidelberg,Bachelor's degree with minimum 50-60% from a recognised university + online Interview.,"IELTS/TOEFL is a mandatory requirement. Application fee is waived off. Tuition fee is mentioned for 1 year, total tuition fee will be € 24,450.",No Test Requirement,"Feb: Asap, Jun: 10 Feb, Oct: 08 Jul",Last Updated on: 26 Nov 2025,,67,6.5,6,,,,yes
PG,"Commerce, Business and Administration, Engineering and Engineering Trades","TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%), Scholarship Available",MBE in Global Business - Engineering Management (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjAxOTgz&year=2026,Media Design University of Applied Sciences,24 Month(s),Oct,,"Scholarship Available, Affordable University, Major City",,"EUR 12,600",No application fee,Not found,http://www.mediadesign.de/en,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/media-design-university-of-applied-sciences-97339b9f.png,https://www.mediadesign.de/en/master/global-business-mbe-engineering-management,Berlin,3 years bachelor's degree with minimum 50% in relevant fields from a recognised university + Online Interview.,"No application fee. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. An additional registration fee of € 490 is to be paid once at the start of the program. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Oct: 15 Jul,Last Updated on: 01 Jun 2025,,46,5.5,5,,,,yes
PG,"Computer Science and Information Technology, Engineering and Engineering Trades","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MEng in Information Technology (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MjIz&year=2026,SRH University – Heidelberg Campus,24 Month(s),"Apr, Oct",,,,"EUR 13,900",No application fee,Germany,http://www.srh-university.de/en/our-campuses/heidelberg/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--heidelberg-campus-57a86a5c.png,https://www.srh-hochschule-heidelberg.de/en/master/information-technology/,Heidelberg,"Bachelor's degree in the field of electrical engineering, information technology, communication technology or a comparable subject with minimum 60-65% from a recognised university.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: 14 Feb, Oct : 31 Jul",Last Updated on: 18 Sep 2025,59,80,6.5,6,,,,yes
PG,Computer Science and Information Technology,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MEng in Information Technology - Artificial Intelligence (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MjM1&year=2026,SRH University – Heidelberg Campus,24 Month(s),"Apr, Oct",,,,"EUR 13,900",No application fee,Germany,http://www.srh-university.de/en/our-campuses/heidelberg/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--heidelberg-campus-57a86a5c.png,https://www.srh-hochschule-heidelberg.de/en/master/artificial-intelligence/,Heidelberg,"3.5 (7 Semesters) or 4 year bachelor's degree with minimum 60-65% in electrical engineering, computer engineering, communications engineering, or similar from a recognised university.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: 14 Feb,Oct : 31 Jul",Last Updated on: 18 Sep 2025,59,80,6.5,6,,,,yes
PG,Computer Science and Information Technology,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MEng in Information Technology - Blockchain Technology (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MjM2&year=2026,SRH University – Heidelberg Campus,24 Month(s),"Apr, Oct",,,,"EUR 13,900",No application fee,Germany,http://www.srh-university.de/en/our-campuses/heidelberg/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--heidelberg-campus-57a86a5c.png,https://www.srh-hochschule-heidelberg.de/en/master/blockchain-technology/,Heidelberg,"3.5 (7 Semesters) or 4 years bachelor's degree with minimum 60-65% in Environmental Engineering, Electrical Engineering, Mechatronic Engineering, Mechanical Engineering, Civil Engineering , or similar from a recognised university.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: 14 Feb ,Oct :31 Jul",Last Updated on: 18 Sep 2025,59,80,6.5,6,,,,yes
PG,"Commerce, Business and Administration, Engineering and Engineering Trades","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MEng in International Business and Engineering (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MjI0&year=2026,SRH University – Heidelberg Campus,18 Month(s),Oct,,,,"EUR 13,900",No application fee,Germany,http://www.srh-university.de/en/our-campuses/heidelberg/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--heidelberg-campus-57a86a5c.png,https://www.srh-hochschule-heidelberg.de/en/master/international-business-and-engineering/,Heidelberg,"Bachelor's degree in industrial engineering, engineering or management with minimum60- 65% from a recognised university.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. Tuition fee is mentioned for 1 year, the total tuition fee will be € 20,850. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their 'Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Oct : 31 Jul,Last Updated on: 18 Sep 2025,59,80,6.5,6,,,,yes
PG,"Engineering and Engineering Trades, Environmental Science/Protection","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MEng in Water Technology (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MjI1&year=2026,SRH University – Heidelberg Campus,18 Month(s),"Oct, Apr",,,,"EUR 13,900",No application fee,Germany,http://www.srh-university.de/en/our-campuses/heidelberg/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--heidelberg-campus-57a86a5c.png,https://www.srh-hochschule-heidelberg.de/en/master/water-technology/,Heidelberg,Bachelor's degree in engineering with minimum 60- 65% from a recognised university.,"IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. Tuition fee is mentioned for 1 year, the total tuition fee will be € 20,850. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Oct: 31 Jul, Apr: 15 Feb",Last Updated on: 24 Oct 2025,59,80,6.5,6,,,,yes
PG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Application Fee Waiver (upto 100%), Scholarship Available",MSc Brand and Marketing Management (One Year) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTk2NjM4&year=2026,"ICN Business School, Berlin campus",12 Month(s),Sep,,"Scholarship Available, High Job Demand, Major City",,"EUR 14,000",No application fee,Not found,http://www.icn-artem.com/en/students/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/icn-business-school-berlin-campus-faf14558.png,https://www.icn-artem.com/en/programmes/msc-brand-and-marketing-management/,Berlin,4-year Bachelor's degree with minimum 60% from a recognised university or 3-year Bachelor’s degree with a minimum of 3 years of work experience.,"Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Sep: 12 Jun,Last Updated on: 25 Jun 2025,,76,6,5.5,,,,yes
PG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Application Fee Waiver (upto 100%), Scholarship Available",MSc Brand and Marketing Management (Two Year) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTk2NjM5&year=2026,"ICN Business School, Berlin campus",24 Month(s),Sep,,"Scholarship Available, High Job Demand, Major City",,"EUR 12,000",No application fee,Not found,http://www.icn-artem.com/en/students/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/icn-business-school-berlin-campus-faf14558.png,https://www.icn-artem.com/en/programmes/msc-brand-and-marketing-management/,Berlin,Bachelor's degree with minimum 60% from a recognised university.,"Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Sep: 12 Jun,Last Updated on: 25 Jun 2025,,76,6,5.5,,,,yes
PG,Computer Science and Information Technology,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MSc Cyber Security (APS waiver),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTcwNDgw&year=2026,"Lancaster University, Leipzig",12 Month(s),Oct,,"High Job Demand, Major City, No Interview Required",,"EUR 24,500",No application fee,Saxony,http://www.lancasteruniversityleipzig.com/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/lancaster-university-leipzig-d358285f.jpg,https://www.lancasterleipzig.de/study/postgraduate/cyber-security,Leipzig,"3 years or 4 years Honours Bachelor's degree with minimum 60% or higher in Computer Science, Computer Security, or similar with studied modules: Operating Systems, Networking, and Computer programming (preferably Python) from a recognised university.","Important Note: The university might issue an unconditional offer based on PTE/DET, but this document is not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. It is highly recommended the student's previous studies have included Operating Systems, Networking, and Computer programming (preferably Python). TOEFL Overall score required will be 87 with minimum of 19 in listening, reading, speaking & 22 in writing. Students applying to Lancaster University Leipzig are not required to obtain the APS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,ASAP,Last Updated on: 13 May 2025,58,87,6.5,6,,50,19,yes
PG,Computer Science and Information Technology,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MSc Data Science (APS waiver),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTcwNDgx&year=2026,"Lancaster University, Leipzig",12 Month(s),Oct,,"High Job Demand, Major City, No Interview Required",,"EUR 24,500",No application fee,Saxony,http://www.lancasteruniversityleipzig.com/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/lancaster-university-leipzig-d358285f.jpg,https://www.lancasterleipzig.de/study/postgraduate/data-science,Leipzig,"3 years or 4 years Honours Bachelor's degree with minimum 60% or higher in Statistics, Mathematics, Computer Science or similar degrees from a recognised university.","Important Note: The university might issue an unconditional offer based on PTE/DET, but this document is not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. It is highly recommended the student's previous studies have included Operating Systems, Networking, and Computer programming (preferably Python). TOEFL Overall score required will be 87 with minimum of 19 in listening, reading, speaking & 22 in writing. Students applying to Lancaster University Leipzig are not required to obtain the APS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,ASAP,Last Updated on: 13 May 2025,58,87,6.5,6,,50,19,yes
PG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Application Fee Waiver (upto 100%), Scholarship Available",MSc Finance and Risk Management (One Year) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTk2NjQy&year=2026,"ICN Business School, Berlin campus",12 Month(s),Sep,,"Scholarship Available, High Job Demand, Major City",,"EUR 14,000",No application fee,Not found,http://www.icn-artem.com/en/students/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/icn-business-school-berlin-campus-faf14558.png,https://www.icn-artem.com/en/programmes/msc-finance-risk-management/,Berlin,4-year Bachelor's degree with minimum 60% from a recognised university or 3-year Bachelor’s degree with a minimum of 3 years of work experience.,"Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Sep: 12 Jun,Last Updated on: 25 Jun 2025,,76,6,5.5,,,,yes
PG,"Commerce, Business and Administration","TOEFL iBT, IELTS, Without GRE, Without GMAT, Application Fee Waiver (upto 100%), Scholarship Available",MSc Finance and Risk Management (Two Year) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTk2NjQz&year=2026,"ICN Business School, Berlin campus",24 Month(s),Sep,,"Scholarship Available, High Job Demand, Major City",,"EUR 12,000",No application fee,Not found,http://www.icn-artem.com/en/students/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/icn-business-school-berlin-campus-faf14558.png,https://www.icn-artem.com/en/programmes/msc-finance-risk-management/,Berlin,Bachelor's degree with minimum 60% from a recognised university.,"Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Sep: 12 Jun,Last Updated on: 25 Jun 2025,,76,6,5.5,,,,yes
PG,"Commerce, Business and Administration, Computer Science and Information Technology","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MSc in Applied Computer Science - Heidelberg Campus (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MjI2&year=2026,SRH University – Heidelberg Campus,24 Month(s),"Apr, Oct",,,,"EUR 13,900",No application fee,Germany,http://www.srh-university.de/en/our-campuses/heidelberg/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--heidelberg-campus-57a86a5c.png,https://www.srh-hochschule-heidelberg.de/en/master/applied-computer-science/,Heidelberg,"Bachelor's degree in Computer Science or the subjects “Virtual Realities”, “Applied Computer Science”, “Information Management”, IT, Software Development or a comparable degree with minimum 60- 65% from a recognised university. A good knowledge of object-oriented programming languages (Java/C++/Python, etc.) and databases (MySQL, PostgreSQL, Oracle, etc.).","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: 14 Feb, Oct : 31 Jul",Last Updated on: 18 Sep 2025,59,80,6.5,6,,,,yes
PG,"Commerce, Business and Administration, Computer Science and Information Technology","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MSc in Applied Computer Science - Stuttgart Campus (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MjUy&year=2026,SRH University – Stuttgart Campus,24 Month(s),"Apr, Oct",,,,"EUR 11,500",No application fee,Germany,http://www.srh-university.de/en/our-campuses/stuttgart/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--stuttgart-campus-fedb6dc2.png,https://www.srh-hochschule-heidelberg.de/en/master/applied-computer-science/,Stuttgart,"Bachelor's degree in Computer Science or the subjects “Virtual Realities”, “Applied Computer Science”, “Information Management”, IT, Software Development or a comparable degree with minimum 60- 65% from a recognised university. A good knowledge of object-oriented programming languages (Java/C++/Python, etc.) and databases (MySQL, PostgreSQL, Oracle, etc.).","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: 14 Feb, Oct : 31 Jul",Last Updated on: 18 Sep 2025,59,80,6.5,6,,,,yes
PG,Computer Science and Information Technology,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MSc in Applied Data Science and Artificial Intelligence (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MjI3&year=2026,SRH University – Heidelberg Campus,24 Month(s),"Apr, Oct",,,,"EUR 13,500",No application fee,Germany,http://www.srh-university.de/en/our-campuses/heidelberg/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--heidelberg-campus-57a86a5c.png,https://www.srh-university.de/en/master/applied-data-science-and-analytics/i/,Heidelberg,"Bachelor's degree in in Computer Science, Data Science, Information Technology, Artificial Intelligence, Data Analysis, Mathematics, and Business Informatics with minimum 60-65% from a recognised university.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. A non-refundable €1,000 enrolment fee is to be paid once at the start of the program. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: 14 Feb, Oct : 31 Jul",Last Updated on: 18 Sep 2025,59,80,6.5,6,,,,yes
PG,"Computer Science and Information Technology, Physical Sciences, Sciences","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MSc in Computer Science - (Munich Campus) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MjQ3&year=2026,SRH University – Munich Campus,24 Month(s),Oct,,,,"EUR 11,500",No application fee,Germany,http://www.srh-university.de/en/our-campuses/munich/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--munich-campus-57a86a5c.png,https://www.srh-university.de/en/master/applied-computer-science/i/,Munich,"3.5 years or 4 years bachelor's degree in computer science, information systems or a similar area of studies with minimum 65% from a recognised university.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the Students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Oct : 31 Jul,Last Updated on: 18 Sep 2025,59,87,6.5,6,,,,yes
PG,Computer Science and Information Technology,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MSc in Data Science - Business Analytics (Fürth Campus) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MjA2&year=2026,SRH University – Fürth Campus,24 Month(s),Oct,,,,"EUR 10,900",No application fee,Germany,http://www.srh-university.de/en/our-campuses/fuerth/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--fürth-campus-57a86a5c.png,https://www.srh-university.de/en/master/data-science-business-analytics/i/,Fürth,"3 years bachelor's degree with minimum 60% in Computer Science, Information Systems, (Health) Economics or a similar area.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Oct: 31 Jul,Last Updated on: 18 Sep 2025,59,87,6.5,6,,,,yes
PG,"Computer Science and Information Technology, Health","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MSc in Data Science - Digital Health (Fürth Campus) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MjA3&year=2026,SRH University – Fürth Campus,24 Month(s),"Oct, Apr",,,,"EUR 10,900",No application fee,Germany,http://www.srh-university.de/en/our-campuses/fuerth/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--fürth-campus-57a86a5c.png,https://www.srh-university.de/en/master/data-science-digital-health/i/,Fürth,"3 years bachelor's degree with minimum 60% in Computer Science, Information Systems, (Health) Economics or a similar area.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Oct: 31 Jul, Apr: 14 Feb",Last Updated on: 18 Sep 2025,59,87,6.5,6,,,,yes
